name,date,tap_index,timestamp_abs
p01,2025_04_21_23_02_35_943999,1,17.1355444000219
p01,2025_04_21_23_02_35_943999,2,17.56904490001034
p01,2025_04_21_23_02_35_943999,3,17.969176200043876
p01,2025_04_21_23_02_35_943999,4,18.40173839998897
p01,2025_04_21_23_02_35_943999,5,18.836061000009067
p01,2025_04_21_23_02_35_943999,6,19.286188300000504
p01,2025_04_21_23_02_35_943999,7,19.685587599989958
p01,2025_04_21_23_02_35_943999,8,20.085785800009035
p01,2025_04_21_23_02_35_943999,9,20.536164599994663
p01,2025_04_21_23_02_35_943999,10,20.985875400016084
p01,2025_04_21_23_02_35_943999,11,21.420236800040584
p01,2025_04_21_23_02_35_943999,12,21.868799899995793
p01,2025_04_21_23_02_35_943999,13,22.28591310000047
p01,2025_04_21_23_02_35_943999,14,22.768880099989474
p01,2025_04_21_23_02_35_943999,15,23.203059800027404
p01,2025_04_21_23_02_35_943999,16,23.652372400043532
p01,2025_04_21_23_02_35_943999,17,24.103398600011133
p01,2025_04_21_23_02_35_943999,18,24.568717400019523
p01,2025_04_21_23_02_35_943999,19,25.003324699995574
p01,2025_04_21_23_02_35_943999,20,25.469883700017817
p01,2025_04_21_23_02_35_943999,21,25.886122299998533
p01,2025_04_21_23_02_35_943999,22,26.35261579998769
p01,2025_04_21_23_02_35_943999,23,26.786795400024857
p01,2025_04_21_23_02_35_943999,24,27.235728100000415
p01,2025_04_21_23_02_35_943999,25,27.685624900041148
p01,2025_04_21_23_02_35_943999,26,28.119873900024686
p01,2025_04_21_23_02_35_943999,27,28.552872900036164
p01,2025_04_21_23_02_35_943999,28,28.98710090003442
p01,2025_04_21_23_02_35_943999,29,29.437160500034224
p01,2025_04_21_23_02_35_943999,30,29.90180260001216
p01,2025_04_21_23_02_35_943999,31,30.336063100025058
p01,2025_04_21_23_02_35_943999,32,30.820137100003194
p01,2025_04_21_23_02_35_943999,33,31.219666499993764
p01,2025_04_21_23_02_35_943999,34,31.636404099990614
p01,2025_04_21_23_02_35_943999,35,32.05206710001221
p01,2025_04_21_23_02_35_943999,36,32.52069400000619
p01,2025_04_21_23_02_35_943999,37,32.903379400027916
p01,2025_04_21_23_02_35_943999,38,33.2862860999885
p01,2025_04_21_23_02_35_943999,39,33.73551180004142
p01,2025_04_21_23_02_35_943999,40,34.18650000001071
p01,2025_04_21_23_02_35_943999,41,34.65235510002822
p01,2025_04_21_23_02_35_943999,42,35.10178600001382
p01,2025_04_21_23_02_35_943999,43,35.53666929999599
p01,2025_04_21_23_02_35_943999,44,35.98664000001736
p01,2025_04_21_23_02_35_943999,45,36.47009220003383
p01,2025_04_21_23_02_35_943999,46,36.935920600022655
p01,2025_04_21_23_02_35_943999,47,37.35293550003553
p01,2025_04_21_23_02_35_943999,48,37.818462700000964
p01,2025_04_21_23_02_35_943999,49,38.2533663000213
p01,2025_04_21_23_02_35_943999,50,38.736428200034425
p01,2025_04_21_23_02_35_943999,51,39.13528019998921
p01,2025_04_21_23_02_35_943999,52,39.57006320002256
p01,2025_04_21_23_02_35_943999,53,40.07028889999492
p01,2025_04_21_23_02_35_943999,54,40.48748780001188
p01,2025_04_21_23_02_35_943999,55,40.93644510000013
p01,2025_04_21_23_02_35_943999,56,41.369112999993376
p01,2025_04_21_23_02_35_943999,57,41.836092000012286
p01,2025_04_21_23_02_35_943999,58,42.253560599987395
p01,2025_04_21_23_02_35_943999,59,42.70197100000223
p01,2025_04_21_23_02_35_943999,60,43.13669270003447
p01,2025_04_21_23_02_35_943999,61,43.586438700032886
p01,2025_04_21_23_02_35_943999,62,43.98680410004454
p01,2025_04_21_23_02_35_943999,63,44.43668530002469
p01,2025_04_21_23_02_35_943999,64,44.86904560000403
p01,2025_04_21_23_02_35_943999,65,45.32008159998804
p01,2025_04_21_23_02_35_943999,66,45.77075720002176
p01,2025_04_21_23_02_35_943999,67,46.187378100003116
p01,2025_04_21_23_02_35_943999,68,46.6529898000299
p01,2025_04_21_23_02_35_943999,69,47.10306210000999
p01,2025_04_21_23_02_35_943999,70,47.553824900009204
p01,2025_04_21_23_02_35_943999,71,47.98629190004431
p01,2025_04_21_23_02_35_943999,72,48.419532700034324
p01,2025_04_21_23_02_35_943999,73,48.88545870000962
p01,2025_04_21_23_02_35_943999,74,49.33604359999299
p01,2025_04_21_23_02_35_943999,75,49.7701623000321
p01,2025_04_21_23_02_35_943999,76,50.25250540004345
p01,2025_04_21_23_02_35_943999,77,50.65326410002308
p01,2025_04_21_23_02_35_943999,78,51.13650270004291
p01,2025_04_21_23_02_35_943999,79,51.536775000044145
p01,2025_04_21_23_02_35_943999,80,51.95233510003891
p01,2025_04_21_23_02_35_943999,81,52.287024300021585
p01,2025_04_21_23_02_35_943999,82,52.60371550003765
p01,2025_04_21_23_02_35_943999,83,53.0864428000059
p01,2025_04_21_23_02_35_943999,84,53.55366360000335
p01,2025_04_21_23_02_35_943999,85,54.00289549998706
p01,2025_04_21_23_02_35_943999,86,54.45376980002038
p01,2025_04_21_23_02_35_943999,87,54.870690700015984
p01,2025_04_21_23_02_35_943999,88,55.303579100000206
p01,2025_04_21_23_02_35_943999,89,55.720960600010585
p01,2025_04_21_23_02_35_943999,90,56.1526457000291
p01,2025_04_21_23_02_35_943999,91,56.55324560002191
p01,2025_04_21_23_02_35_943999,92,56.952162500005215
p01,2025_04_21_23_02_35_943999,93,57.37028910004301
p01,2025_04_21_23_02_35_943999,94,57.88570909999544
p01,2025_04_21_23_02_35_943999,95,58.286458000016864
p01,2025_04_21_23_02_35_943999,96,58.73628980002832
p01,2025_04_21_23_02_35_943999,97,59.1534493000363
p01,2025_04_21_23_02_35_943999,98,59.586554200039245
p01,2025_04_21_23_02_35_943999,99,60.019589800038375
p01,2025_04_21_23_02_35_943999,100,60.38693300000159
p01,2025_04_21_23_02_35_943999,101,60.720652499992866
p01,2025_04_21_23_02_35_943999,102,61.07002670003567
p01,2025_04_21_23_02_35_943999,103,61.40299700002652
p01,2025_04_21_23_02_35_943999,104,61.7866328000091
p01,2025_04_21_23_02_35_943999,105,62.070376400020905
p01,2025_04_21_23_02_35_943999,106,62.386467100004666
p01,2025_04_21_23_02_35_943999,107,62.80278490000637
p01,2025_04_21_23_02_35_943999,108,63.219134800019674
p01,2025_04_21_23_02_35_943999,109,63.636219900043216
p01,2025_04_21_23_02_35_943999,110,64.05295969999861
p01,2025_04_21_23_02_35_943999,111,64.4201224000426
p01,2025_04_21_23_02_35_943999,112,64.81911740003852
p01,2025_04_21_23_02_35_943999,113,65.25269410002511
p01,2025_04_21_23_02_35_943999,114,65.63637730001938
p01,2025_04_21_23_02_35_943999,115,66.05231360002654
p01,2025_04_21_23_02_35_943999,116,66.50346360000549
p01,2025_04_21_23_02_35_943999,117,66.85189190000528
p01,2025_04_21_23_02_35_943999,118,67.2873186999932
p01,2025_04_21_23_02_35_943999,119,67.66911170003004
p01,2025_04_21_23_02_35_943999,120,68.12006779998774
p01,2025_04_21_23_02_35_943999,121,68.50385670003016
p01,2025_04_21_23_02_35_943999,122,68.91954800003441
p01,2025_04_21_23_02_35_943999,123,69.28573730000062
p01,2025_04_21_23_02_35_943999,124,69.75371970003471
p01,2025_04_21_23_02_35_943999,125,70.1858165000449
p01,2025_04_21_23_02_35_943999,126,70.62067440000828
p01,2025_04_21_23_02_35_943999,127,71.0195309999981
p01,2025_04_21_23_02_35_943999,128,71.40253180003492
p01,2025_04_21_23_02_35_943999,129,71.83624169998802
p01,2025_04_21_23_02_35_943999,130,72.60275100002764
p01,2025_04_21_23_02_35_943999,131,73.03503989998717
p01,2025_04_21_23_02_35_943999,132,73.47100409999257
p01,2025_04_21_23_02_35_943999,133,74.0024315000046
p01,2025_04_21_23_02_35_943999,134,74.43691079999553
p01,2025_04_21_23_02_35_943999,135,74.83637440000894
p01,2025_04_21_23_02_35_943999,136,75.2537275000359
p01,2025_04_21_23_02_35_943999,137,75.70249870000407
p01,2025_04_21_23_02_35_943999,138,76.12027960002888
p01,2025_04_21_23_02_35_943999,139,76.50360970001202
p01,2025_04_21_23_02_35_943999,140,76.91903900000034
p01,2025_04_21_23_02_35_943999,141,77.35266860004049
p01,2025_04_21_23_02_35_943999,142,77.7360989000299
p01,2025_04_21_23_02_35_943999,143,78.185833800002
p01,2025_04_21_23_02_35_943999,144,78.6029710000148
p01,2025_04_21_23_02_35_943999,145,79.0189018000383
p01,2025_04_21_23_02_35_943999,146,79.43557219998911
p01,2025_04_21_23_02_35_943999,147,79.88618490000954
p01,2025_04_21_23_02_35_943999,148,80.33576350001385
p01,2025_04_21_23_02_35_943999,149,80.75346790003823
p01,2025_04_21_23_02_35_943999,150,81.20259370002896
p01,2025_04_21_23_02_35_943999,151,81.60265990003245
p01,2025_04_21_23_02_35_943999,152,82.03564950003056
p01,2025_04_21_23_02_35_943999,153,82.4862756000366
p01,2025_04_21_23_02_35_943999,154,82.95336480002152
p01,2025_04_21_23_02_35_943999,155,83.36920020001708
p01,2025_04_21_23_02_35_943999,156,83.78545289998874
p01,2025_04_21_23_02_35_943999,157,84.23650230001658
p01,2025_04_21_23_02_35_943999,158,84.62000450002961
p01,2025_04_21_23_02_35_943999,159,85.06921069999225
p01,2025_04_21_23_02_35_943999,160,85.55412760004401
